Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,5.149E+11,6.47708E+11,7.84316E+11,9.82344E+11,8.98448E+11,1.05087E+12,1.22071E+12,1.32891E+12,1.45553E+12,1.53015E+12,1.32254E+12,1.21449E+12,1.29392E+12,1.32271E+12,1.39357E+12,1.30975E+12
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,2.37916E+11,2.77092E+11,3.32164E+11,4.00065E+11,3.42639E+11,3.9363E+11,4.74409E+11,4.94531E+11,5.1431E+11,5.30131E+11,4.52543E+11,4.44842E+11,4.81182E+11,5.28084E+11,5.20431E+11,4.52016E+11
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.2745E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,3.00524E+12,3.42679E+12,3.52731E+12,3.64873E+12,3.48247E+12
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.2745E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,3.00524E+12,3.42679E+12,3.52731E+12,3.64873E+12,3.48247E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,8.21319E+11,9.68222E+11,1.12196E+12,1.27471E+12,1.22602E+12,1.45175E+12,1.63506E+12,1.7004E+12,1.80473E+12,1.86867E+12,1.68499E+12,1.5729E+12,1.7044E+12,1.73271E+12,1.79208E+12,1.70609E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,8.20396E+11,9.67202E+11,1.12093E+12,1.27374E+12,1.22518E+12,1.45078E+12,1.634E+12,1.69934E+12,1.8034E+12,1.86728E+12,1.68357E+12,1.57141E+12,1.70282E+12,1.73108E+12,1.79039E+12,1.70489E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,8.21319E+11,9.68222E+11,1.12196E+12,1.27471E+12,1.22602E+12,1.45175E+12,1.63506E+12,1.7004E+12,1.80473E+12,1.86867E+12,1.68499E+12,1.5729E+12,1.7044E+12,1.73271E+12,1.79208E+12,1.70609E+12
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,6.93058E+12,8.23388E+12,1.0201E+13,1.24433E+13,1.19829E+13,1.4604E+13,1.76474E+13,1.89149E+13,2.03068E+13,2.09391E+13,1.96628E+13,1.9549E+13,2.16437E+13,2.33035E+13,2.36863E+13,2.28483E+13
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,4.77797E+13,5.17798E+13,5.8355E+13,6.41237E+13,6.08091E+13,6.65961E+13,7.38538E+13,7.54881E+13,7.76072E+13,7.97088E+13,7.51793E+13,7.64656E+13,8.1404E+13,8.6413E+13,8.76529E+13,8.49068E+13
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 07/20/2022,,,,,,,,,,,,,,,,,,,
